NVIDIA GeForce RTX 3080 Founders Edition Graphics Card 10GB GDDR6X - Titanium and Black
629
https://www.newegg.com/nvidia-900-1g133-2530-rf2-geforce-rtx-3080-10gb-graphics-card/p/N82E16814132098

GIGABYTE GeForce RTX 3080 EAGLE 10GB Video Card, GV-N3080EAGLE-10GD
629
https://www.newegg.com/gigabyte-gv-n3080eagle-10gd-geforce-rtx-3080-10gb-graphics-card-windforce-3x/p/N82E16814932367

ASUS ROG Strix NVIDIA GeForce RTX 3080 OC Edition Gaming Graphics Card (PCIe 4.0, 12GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-slot, Super Alloy Power II, GPU Tweak II)
629
https://www.newegg.com/asus-rog-strix-rog-strix-rtx3080-o12g-gaming-geforce-rtx-3080-12gb-graphics-card-triple-fans/p/N82E16814126550

ASUS TUF Gaming NVIDIA GeForce RTX 3080 O10G V2 GAMING Edition Graphics Card (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-grade Certification)
629
https://www.newegg.com/asus-tuf-gaming-tuf-rtx3080-o10g-v2-gaming-geforce-rtx-3080-10gb-graphics-card/p/1FT-000Y-007P6

MSI Suprim GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card RTX 3080 SUPRIM X 10G LHR
629
https://www.newegg.com/msi-suprim-geforce-rtx-3080-10gb-graphics-card-triple-fans/p/1FT-0009-00BJ5

GIGABYTE GeForce RTX 3080 GAMING OC 10GB 320-Bit GDDR6X Video Card GV-N3080GAMING OC-10GD (rev. 1.0) NON-LHR VERSION
629
https://www.newegg.com/gigabyte-gaming-geforce-rtx-3080-10gb-graphics-card/p/1FT-000A-005N9

Nvidia 3080 Founders Edition 10GB GDDR6X
629
https://www.newegg.com/p/1FT-0004-007N9

EVGA GeForce RTX 3080 Ti  GDDR6X FTW ULTRA HYDRO COPPER ,12G-P5-3969-KR
629
https://www.newegg.com/p/1FT-001K-00GE3

GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TEAGLE-12GD
629
https://www.newegg.com/gigabyte-nvidia-rtx-3080-ti-12gb-graphics-card-triple-fans/p/1FT-000A-005Z7

ZOTAC GeForce RTX 3080 AMP Holo 10GB GDDR6X ZOTAC GAMING GEFORCE RTX 3080 AMP HOLO 10GB Video Graphic Card GPU
629
https://www.newegg.com/zotac-geforce-rtx-3080-10gb-graphics-card/p/1FT-000M-003W0

ZOTAC TRINTY OC LHR GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card ZT-A30800J-10PLHR
629
https://www.newegg.com/zotac-trinty-oc-lhr-zt-a30800j-10plhr-geforce-rtx-3080-10gb-graphics-card-triple-fans/p/1FT-000M-00314

ASUS GeForce RTX 3080 Gundam 10GB GDDR6 ROG-STRIX-RTX3080-O10G-GUNDAM Video Graphic Card GPU
629
https://www.newegg.com/asus-geforce-rtx-3080-10gb-graphics-card/p/1FT-000Y-00937

MSI Ventus GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Graphics Card RTX 3080 VENTUS 3X 10G OC
629
https://www.newegg.com/msi-rtx-3080-ventus-3x-10g-oc-geforce-rtx-3080-10gb-graphics-card-triple-fans/p/N82E16814137598

GIGABYTE Gaming OC GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080GAMING OC-10GD (rev. 2.0) (LHR)
629
https://www.newegg.com/gigabyte-gv-n3080gaming-oc-10gd-geforce-rtx-3080-10gb-graphics-card-windforce-3x/p/N82E16814932459

ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Graphics Card ROG-STRIX-RTX3080-O10G-GAMING
629
https://www.newegg.com/asus-rog-strix-rog-strix-rtx3080-o10g-gaming-geforce-rtx-3080-10gb-graphics-card-triple-fans/p/N82E16814126457

MSI Gaming GeForce RTX 3080 12GB GDDR6X PCI Express 4.0 ATX Graphics Card RTX 3080 GAMING Z TRIO 12G LHR
629
https://www.newegg.com/msi-rtx-3080-gaming-z-trio-12g-lhr-geforce-rtx-3080-12gb-graphics-card-triple-fans/p/N82E16814137711

GIGABYTE AORUS GeForce RTX 3080 MASTER 10GB Video Card, GV-N3080AORUS M-10GD (rev. 1.0)
629
